index,age,departement,categorie_socio_professionnelle,type_de_bien,statut,surface,montant_assure,debut_contrat,nb_sinistres_depuis_ouverture,ouverture_dernier_sinistre,cloture_dernier_sinistre,cotisation_n-1,cotisation_n,target
629,58.0,87,Inactifs,Appartement,Propriétaire,66.67,17037.0,1996-02-27 00:00:00,2.0,1999-08-27 14:58:42,1999-08-28 14:58:42,225.88,233.18,0
630,40.0,77,Employés,Appartement,Locataire,83.65,39350.0,2007-03-10 00:00:00,1.0,2010-05-23 08:26:11,2010-07-31 08:26:11,210.41,222.75,0
631,62.0,91,Employés,Appartement,Propriétaire,80.77,13133.0,2009-10-25 00:00:00,3.0,2011-01-10 00:15:17,2011-06-11 00:15:17,218.55,223.04,0
632,41.0,78,Inactifs,Maison,Locataire,117.82,40956.0,1997-10-20 00:00:00,2.0,1999-01-14 15:10:57,1999-04-20 15:10:57,374.74,399.35,0
633,59.0,09,Agriculteurs exploitants,Appartement,Locataire,64.33,32998.0,1999-10-19 00:00:00,1.0,2000-12-27 10:53:15,2001-04-17 10:53:15,235.52,236.96,0
634,62.0,50,Cadres et professions intellectuelles supérieures,Appartement,Locataire,46.1,12990.0,1996-10-22 00:00:00,2.0,1999-10-03 11:47:36,1999-11-16 11:47:36,221.94,222.2,0
635,65.0,35,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,55.79,29539.0,2019-02-10 00:00:00,1.0,2019-12-11 00:26:46,2019-12-12 00:26:46,217.63,218.2,0
636,37.0,86,Ouvriers,Appartement,Locataire,80.04,8452.0,1997-05-04 00:00:00,2.0,1999-07-19 19:20:21,1999-11-21 19:20:21,209.78,218.23,0
637,35.0,66,Employés,Appartement,Locataire,74.27,30701.0,2007-03-16 00:00:00,2.0,2011-09-08 00:09:03,2011-10-26 00:09:03,225.82,225.83,0
638,71.0,75,Employés,Appartement,Locataire,42.43,34685.0,2016-11-23 00:00:00,2.0,2017-06-07 07:48:12,2017-06-10 07:48:12,221.48,247.18,0
639,31.0,02,Agriculteurs exploitants,Appartement,Locataire,91.5,10548.0,2017-10-27 00:00:00,2.0,2019-10-05 18:07:58,2019-12-05 18:07:58,225.44,226.03,0
640,56.0,95,Employés,Appartement,Locataire,108.97,10731.0,2016-07-21 00:00:00,2.0,2019-05-15 21:40:18,2019-06-16 21:40:18,228.45,248.76,0
641,47.0,93,Employés,Appartement,Propriétaire,54.22,15813.0,2005-11-20 00:00:00,1.0,2009-07-09 14:17:36,2009-10-12 14:17:36,237.52,240.0,0
642,24.0,93,Ouvriers,Appartement,Propriétaire,80.43,21250.0,2010-12-10 00:00:00,0.0,,,209.15,209.53,0
643,30.0,63,Agriculteurs exploitants,Maison,Locataire,150.32,16532.0,2009-07-18 00:00:00,1.0,2009-07-31 14:45:13,2009-08-23 14:45:13,344.68,352.84,0
644,25.0,49,Employés,Maison,Locataire,88.34,15120.0,2013-03-18 00:00:00,1.0,2016-01-05 07:54:50,2016-01-17 07:54:50,356.6,356.68,0
645,40.0,09,Employés,Maison,Locataire,88.93,35777.0,1998-04-12 00:00:00,0.0,,,323.7,339.69,0
646,62.0,75,Employés,Appartement,Propriétaire,103.81,9219.0,2013-05-27 00:00:00,0.0,,,216.46,217.25,0
647,35.0,69,Cadres et professions intellectuelles supérieures,Appartement,Locataire,80.12,21777.0,2011-05-23 00:00:00,1.0,2014-11-13 04:02:14,2014-11-14 04:02:14,226.3,229.26,0
648,22.0,94,Inactifs,Appartement,Propriétaire,42.04,25384.0,2009-03-27 00:00:00,1.0,2014-03-24 00:21:43,2014-05-12 00:21:43,203.61,203.72,0
649,40.0,09,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,101.07,26453.0,2000-06-30 00:00:00,3.0,2004-04-25 06:03:57,2004-04-29 06:03:57,375.43,402.66,0
650,37.0,75,Employés,Maison,Locataire,91.86,15601.0,2010-12-08 00:00:00,2.0,2012-07-16 13:13:05,2012-11-02 13:13:05,380.74,396.17,0
651,35.0,974,Agriculteurs exploitants,Appartement,Propriétaire,50.16,26389.0,2015-04-23 00:00:00,1.0,2016-03-08 22:38:07,2016-03-11 22:38:07,203.88,211.06,0
652,69.0,78,Agriculteurs exploitants,Maison,Locataire,68.72,26413.0,2010-12-13 00:00:00,3.0,2012-03-15 14:35:39,2012-06-01 14:35:39,342.55,419.68,0
653,30.0,57,Cadres et professions intellectuelles supérieures,Maison,Locataire,113.52,13631.0,2005-05-23 00:00:00,1.0,2006-03-14 23:20:45,2006-04-01 23:20:45,365.97,366.73,1
654,52.0,88,Cadres et professions intellectuelles supérieures,Maison,Locataire,105.41,15497.0,1998-11-27 00:00:00,1.0,2003-07-10 02:20:41,2003-10-07 02:20:41,392.34,408.14,0
655,46.0,52,Ouvriers,Maison,Propriétaire,122.96,17267.0,2002-10-01 00:00:00,2.0,2005-11-14 08:19:21,2006-02-10 08:19:21,361.47,376.76,1
656,35.0,46,Employés,Maison,Locataire,141.63,11918.0,1999-02-05 00:00:00,2.0,2000-05-21 03:07:41,2000-06-15 03:07:41,406.52,417.6,0
657,61.0,95,Ouvriers,Appartement,Propriétaire,87.84,13326.0,1996-08-06 00:00:00,3.0,1999-10-09 09:18:54,1999-11-16 09:18:54,238.6,247.72,0
658,24.0,92,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,73.1,17392.0,1996-01-29 00:00:00,3.0,2000-05-11 17:38:01,2000-07-18 17:38:01,205.45,244.57,1
659,21.0,83,Employés,Maison,Propriétaire,112.06,27120.0,2000-12-28 00:00:00,1.0,2002-06-30 01:11:50,2002-08-31 01:11:50,387.71,391.27,1
660,44.0,70,Employés,Appartement,Locataire,54.5,13286.0,2015-12-29 00:00:00,1.0,2018-09-07 13:55:05,2018-09-09 13:55:05,204.27,204.82,0
661,32.0,39,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,87.57,18621.0,2018-07-29 00:00:00,0.0,,,181.22,181.36,0
662,62.0,13,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,52.94,22307.0,2002-12-24 00:00:00,2.0,2003-12-11 16:56:40,2003-12-12 16:56:40,213.01,218.15,0
663,73.0,55,Cadres et professions intellectuelles supérieures,Maison,Locataire,124.2,20389.0,2006-12-26 00:00:00,3.0,2007-03-07 09:23:55,2007-05-23 09:23:55,401.59,428.9,0
664,15.0,64,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,46.6,41112.0,2016-12-16 00:00:00,1.0,2020-10-29 15:30:01,2020-12-15 03:30:01,200.46,204.26,1
665,41.0,38,Ouvriers,Maison,Locataire,106.73,15235.0,2020-06-03 00:00:00,1.0,2020-10-05 20:26:39,2020-10-06 20:26:39,379.75,385.93,0
666,34.0,94,Employés,Maison,Locataire,101.05,26552.0,2009-05-01 00:00:00,2.0,2011-11-17 17:56:36,2012-02-07 17:56:36,390.34,406.63,0
667,38.0,30,Cadres et professions intellectuelles supérieures,Maison,Locataire,77.25,25003.0,2001-08-21 00:00:00,2.0,2002-10-08 22:29:36,2002-11-11 22:29:36,364.52,419.84,0
668,50.0,17,Employés,Appartement,Locataire,57.13,18557.0,2018-03-13 00:00:00,3.0,2018-11-09 19:08:35,2018-11-10 19:08:35,215.52,217.88,0
669,35.0,976,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,138.23,12159.0,2001-11-28 00:00:00,2.0,2003-10-23 05:08:17,2004-02-16 05:08:17,377.15,432.41,0
670,40.0,81,Agriculteurs exploitants,Appartement,Locataire,75.68,24500.0,2002-09-19 00:00:00,0.0,,,205.31,207.69,0
671,24.0,75,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,105.68,34895.0,2016-08-30 00:00:00,1.0,2020-12-03 05:26:18,2020-12-29 05:26:18,336.51,350.41,1
672,55.0,15,Employés,Appartement,Propriétaire,99.85,44513.0,1995-06-18 00:00:00,1.0,1999-10-07 08:40:26,1999-12-02 08:40:26,235.53,237.61,0
673,60.0,93,Agriculteurs exploitants,Appartement,Locataire,81.29,30608.0,2011-10-23 00:00:00,1.0,2014-12-24 08:20:23,2015-04-12 08:20:23,219.51,233.51,0
674,44.0,10,Employés,Appartement,Propriétaire,50.92,21345.0,1999-10-25 00:00:00,2.0,2002-09-04 14:40:43,2002-09-30 14:40:43,210.69,240.42,1
675,45.0,77,Inactifs,Appartement,Propriétaire,51.8,26121.0,2015-12-21 00:00:00,2.0,2017-10-06 15:22:27,2017-12-26 15:22:27,227.52,267.15,1
676,35.0,78,Cadres et professions intellectuelles supérieures,Appartement,Locataire,90.13,12974.0,2002-01-27 00:00:00,1.0,2005-11-04 04:03:58,2005-11-12 04:03:58,217.39,233.03,0
677,20.0,84,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,115.94,15306.0,2000-04-24 00:00:00,2.0,2000-10-14 12:56:13,2000-12-13 12:56:13,316.75,318.74,0
678,44.0,973,Cadres et professions intellectuelles supérieures,Appartement,Locataire,74.12,14159.0,2009-08-12 00:00:00,2.0,2009-09-12 08:33:59,2010-02-05 08:33:59,230.45,234.39,0
679,15.0,94,Employés,Appartement,Locataire,77.07,23931.0,2014-08-02 00:00:00,0.0,,,235.71,245.67,0
680,42.0,54,Cadres et professions intellectuelles supérieures,Appartement,Locataire,75.9,18333.0,2003-10-14 00:00:00,1.0,2008-08-09 20:28:19,2009-01-11 20:28:19,207.18,209.06,0
681,58.0,973,Ouvriers,Appartement,Locataire,54.82,18322.0,1997-12-31 00:00:00,3.0,2001-08-28 17:42:41,2001-08-29 17:42:41,211.96,235.18,0
682,54.0,78,Cadres et professions intellectuelles supérieures,Maison,Locataire,107.14,15913.0,2012-01-20 00:00:00,1.0,2013-12-06 06:00:56,2014-02-16 06:00:56,401.41,402.92,1
683,36.0,52,Employés,Appartement,Propriétaire,86.68,29705.0,2020-05-14 00:00:00,3.0,2020-07-21 18:24:48,2020-11-15 18:24:48,218.9,235.68,0
684,33.0,43,Cadres et professions intellectuelles supérieures,Appartement,Locataire,52.26,25993.0,2008-10-07 00:00:00,1.0,2009-07-13 11:08:38,2009-09-26 11:08:38,204.95,205.43,0
685,60.0,974,Ouvriers,Maison,Propriétaire,137.72,19678.0,2005-07-21 00:00:00,1.0,2006-12-23 08:06:34,2007-02-08 08:06:34,373.0,381.58,0
686,46.0,14,Employés,Appartement,Propriétaire,100.57,18392.0,2005-06-25 00:00:00,2.0,2009-06-11 23:23:42,2009-06-12 23:23:42,211.96,217.44,1
687,41.0,78,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,101.36,17723.0,2018-06-19 00:00:00,3.0,2019-10-06 12:24:53,2019-12-06 12:24:53,201.69,218.52,0
688,30.0,95,Ouvriers,Appartement,Locataire,66.38,38184.0,2013-12-26 00:00:00,3.0,2017-03-30 16:08:23,2017-03-31 16:08:23,209.84,211.12,0
689,46.0,54,Cadres et professions intellectuelles supérieures,Maison,Locataire,133.84,24529.0,2008-01-27 00:00:00,1.0,2008-05-20 12:01:50,2008-05-30 12:01:50,394.68,415.53,0
690,48.0,95,Employés,Appartement,Locataire,91.6,19064.0,2004-05-22 00:00:00,1.0,2004-06-26 23:13:29,2004-07-05 23:13:29,206.43,211.43,0
691,38.0,32,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,125.77,23634.0,2002-10-28 00:00:00,2.0,2006-05-18 12:33:51,2006-08-22 12:33:51,363.38,381.62,0
692,40.0,16,Inactifs,Maison,Locataire,75.59,29478.0,2008-02-13 00:00:00,0.0,,,354.87,356.0,0
693,32.0,12,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,78.2,18495.0,1999-09-07 00:00:00,2.0,2002-01-11 13:53:58,2002-04-06 13:53:58,200.21,206.05,0
694,19.0,91,Ouvriers,Appartement,Locataire,85.02,15294.0,2011-05-28 00:00:00,0.0,,,211.54,213.19,0
695,38.0,2A,Agriculteurs exploitants,Appartement,Locataire,61.97,16939.0,2004-11-13 00:00:00,1.0,2005-10-05 21:06:03,2005-10-24 21:06:03,199.07,199.08,0
696,41.0,93,Ouvriers,Maison,Locataire,164.86,18644.0,2016-02-04 00:00:00,2.0,2018-07-05 04:19:42,2018-07-20 04:19:42,362.07,403.93,0
697,44.0,94,Employés,Appartement,Locataire,87.21,26217.0,1995-12-16 00:00:00,2.0,1997-02-17 16:15:45,1997-06-02 16:15:45,193.26,208.52,0
698,73.0,94,Employés,Maison,Locataire,122.58,19659.0,2008-11-20 00:00:00,2.0,2010-07-15 23:07:31,2010-10-10 23:07:31,382.16,389.69,0
699,32.0,87,Employés,Appartement,Locataire,64.68,19404.0,2009-04-19 00:00:00,1.0,2009-07-14 21:34:23,2009-08-31 21:34:23,224.19,227.86,0
700,22.0,95,Employés,Appartement,Locataire,68.12,15149.0,2011-06-28 00:00:00,1.0,2014-10-11 20:18:50,2014-11-05 20:18:50,240.81,248.88,0
701,49.0,44,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,145.32,16299.0,1995-12-20 00:00:00,1.0,2000-11-28 01:28:38,2001-02-24 01:28:38,351.04,351.51,0
702,36.0,04,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,70.52,27019.0,1996-05-13 00:00:00,0.0,,,202.73,204.91,0
703,24.0,91,Cadres et professions intellectuelles supérieures,Appartement,Locataire,80.55,21775.0,2000-02-22 00:00:00,1.0,2004-02-09 05:57:09,2004-02-20 05:57:09,214.04,214.21,0
704,51.0,14,Employés,Appartement,Locataire,63.45,11380.0,2013-06-02 00:00:00,3.0,2017-04-30 14:58:16,2017-05-01 14:58:16,228.02,245.51,0
705,52.0,94,Inactifs,Maison,Locataire,151.64,32706.0,2001-05-17 00:00:00,1.0,2003-01-10 03:10:58,2003-01-11 03:10:58,338.06,350.67,0
706,29.0,94,Employés,Appartement,Locataire,88.67,23573.0,2017-11-08 00:00:00,2.0,2019-09-19 00:14:52,2019-11-02 00:14:52,227.04,228.57,0
707,60.0,77,Employés,Maison,Locataire,108.52,21991.0,2018-07-16 00:00:00,1.0,2019-05-03 12:45:06,2019-05-24 12:45:06,330.12,330.16,0
708,68.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Occupant à titre gratuit,82.23,18716.0,2018-07-21 00:00:00,2.0,2020-04-15 13:08:36,2020-06-05 13:08:36,207.72,218.12,0
709,23.0,91,Cadres et professions intellectuelles supérieures,Maison,Locataire,113.65,19732.0,2002-01-08 00:00:00,1.0,2003-10-31 07:13:51,2003-12-29 07:13:51,384.32,385.34,0
710,31.0,28,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,84.54,12764.0,2010-04-24 00:00:00,1.0,2010-08-30 13:22:00,2010-11-18 13:22:00,211.85,211.89,0
711,43.0,92,Cadres et professions intellectuelles supérieures,Appartement,Locataire,81.65,15056.0,2017-01-31 00:00:00,3.0,2019-08-25 20:39:07,2019-11-30 20:39:07,207.9,214.45,0
712,20.0,36,Inactifs,Appartement,Propriétaire,68.96,25874.0,2011-03-07 00:00:00,1.0,2012-11-13 01:21:43,2013-01-10 01:21:43,226.46,227.04,0
713,57.0,26,Cadres et professions intellectuelles supérieures,Appartement,Locataire,70.09,14470.0,2007-06-21 00:00:00,1.0,2010-09-11 12:35:42,2011-01-11 12:35:42,229.37,240.13,0
714,50.0,27,Employés,Appartement,Locataire,80.52,15535.0,2008-12-13 00:00:00,1.0,2013-02-28 06:48:10,2013-04-09 06:48:10,200.07,206.43,0
715,45.0,03,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,100.17,7834.0,2020-06-30 00:00:00,1.0,2020-09-17 19:43:47,2020-11-13 19:43:47,428.13,430.07,0
716,21.0,974,Agriculteurs exploitants,Maison,Locataire,79.27,12645.0,2000-06-08 00:00:00,0.0,,,380.59,402.73,0
717,94.0,55,Employés,Appartement,Locataire,73.43,19757.0,2010-10-08 00:00:00,2.0,2013-01-16 03:05:59,2013-01-17 03:05:59,200.1,213.21,0
718,32.0,75,Cadres et professions intellectuelles supérieures,Appartement,Locataire,55.13,27429.0,2011-05-06 00:00:00,1.0,2015-04-13 11:12:57,2015-08-29 11:12:57,212.61,212.62,0
719,43.0,92,Employés,Maison,Locataire,66.18,15790.0,2007-03-16 00:00:00,1.0,2008-07-06 11:00:41,2008-08-10 11:00:41,394.47,421.72,0
720,38.0,75,Employés,Appartement,Locataire,87.2,54421.0,2014-08-08 00:00:00,3.0,2016-09-28 10:50:07,2016-11-02 10:50:07,201.59,207.07,0
721,24.0,16,Agriculteurs exploitants,Maison,Propriétaire,147.15,25897.0,2020-12-12 00:00:00,2.0,2020-12-14 04:48:05,2020-12-22 19:48:05,386.31,439.06,0
722,30.0,77,Agriculteurs exploitants,Maison,Propriétaire,114.99,17883.0,2012-09-03 00:00:00,0.0,,,373.67,380.56,1
723,35.0,01,Employés,Appartement,Propriétaire,58.57,7259.0,2005-07-18 00:00:00,2.0,2005-09-22 15:35:11,2005-10-21 15:35:11,185.31,201.04,1
724,35.0,26,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,79.74,10422.0,2007-06-08 00:00:00,3.0,2009-05-22 21:25:01,2009-07-09 21:25:01,210.28,248.85,1
725,15.0,77,Ouvriers,Appartement,Locataire,61.2,16835.0,2004-11-25 00:00:00,2.0,2008-05-31 03:19:21,2008-06-01 03:19:21,232.07,233.89,0
726,32.0,78,Agriculteurs exploitants,Appartement,Locataire,67.06,16724.0,1996-04-20 00:00:00,1.0,1999-09-25 18:25:39,1999-12-11 18:25:39,198.9,200.73,0
727,64.0,971,Employés,Appartement,Propriétaire,41.55,49088.0,2019-12-05 00:00:00,3.0,2020-07-27 16:25:50,2020-10-02 16:25:50,225.04,271.4,0
728,54.0,01,Agriculteurs exploitants,Maison,Locataire,149.48,24063.0,2020-09-09 00:00:00,1.0,2020-10-05 05:30:18,2020-10-06 05:30:18,352.37,356.38,0
729,48.0,94,Employés,Maison,Locataire,73.83,16772.0,2003-09-17 00:00:00,1.0,2008-02-14 18:55:18,2008-07-12 18:55:18,343.18,348.7,0
730,46.0,45,Inactifs,Appartement,Locataire,80.26,6825.0,2014-11-27 00:00:00,1.0,2015-04-01 06:39:29,2015-04-02 06:39:29,224.3,224.52,0
731,56.0,976,Cadres et professions intellectuelles supérieures,Appartement,Locataire,83.34,24043.0,1996-01-11 00:00:00,2.0,1999-09-28 18:31:56,2000-02-04 18:31:56,195.52,209.17,0
732,22.0,40,Agriculteurs exploitants,Appartement,Propriétaire,80.87,21676.0,2013-05-08 00:00:00,2.0,2017-04-23 16:09:05,2017-08-09 16:09:05,196.12,225.37,1
733,47.0,41,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,59.33,20400.0,2001-08-16 00:00:00,1.0,2002-04-03 23:54:41,2002-04-04 23:54:41,206.38,206.65,0
734,40.0,94,Employés,Appartement,Locataire,98.35,34429.0,2019-09-01 00:00:00,3.0,2020-07-21 22:14:36,2020-09-06 22:14:36,185.46,207.52,0
735,51.0,64,Employés,Appartement,Locataire,67.41,10636.0,2020-04-24 00:00:00,1.0,2020-08-04 05:51:30,2020-10-17 05:51:30,208.74,209.51,0
736,34.0,94,Ouvriers,Maison,Propriétaire,112.3,16256.0,2001-05-22 00:00:00,1.0,2003-08-14 18:29:43,2003-08-15 18:29:43,388.7,411.64,1
737,35.0,92,Employés,Maison,Locataire,120.96,31053.0,2005-08-16 00:00:00,1.0,2007-08-17 13:41:21,2007-08-18 13:41:21,372.58,372.73,0
738,79.0,94,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,94.19,29792.0,2009-10-15 00:00:00,2.0,2012-12-31 15:23:37,2013-02-20 15:23:37,371.68,413.47,1
739,52.0,75,Employés,Appartement,Locataire,69.45,26225.0,2018-11-07 00:00:00,2.0,2020-05-17 02:13:16,2020-05-18 02:13:16,237.53,251.46,0
740,29.0,91,Employés,Maison,Propriétaire,97.76,17111.0,2000-12-10 00:00:00,1.0,2002-12-04 05:51:20,2003-01-10 05:51:20,380.08,380.9,1
741,53.0,49,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,46.27,16520.0,2008-11-19 00:00:00,3.0,2011-01-12 09:04:57,2011-01-29 09:04:57,226.36,264.23,1
742,65.0,16,Employés,Appartement,Locataire,66.65,11022.0,2018-07-23 00:00:00,0.0,,,229.0,229.22,0
743,23.0,68,Ouvriers,Maison,Locataire,105.85,32258.0,2001-09-02 00:00:00,0.0,,,371.06,373.28,0
744,43.0,91,Agriculteurs exploitants,Maison,Locataire,168.56,15235.0,1995-11-01 00:00:00,1.0,1998-02-05 09:36:19,1998-02-06 09:36:19,386.42,390.95,0
745,43.0,44,Employés,Maison,Propriétaire,167.1,24314.0,2011-04-21 00:00:00,2.0,2015-04-08 23:23:01,2015-08-29 23:23:01,408.69,470.1,1
746,30.0,71,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,157.39,26276.0,1999-11-11 00:00:00,2.0,2003-11-03 19:54:09,2003-11-04 19:54:09,388.18,400.55,0
747,45.0,94,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,72.4,14788.0,2004-04-10 00:00:00,2.0,2007-03-22 11:15:56,2007-05-26 11:15:56,239.24,253.58,1
748,62.0,976,Employés,Maison,Propriétaire,112.32,21216.0,2019-08-22 00:00:00,1.0,2020-06-28 19:25:51,2020-09-22 19:25:51,388.56,391.01,0
749,53.0,91,Ouvriers,Appartement,Locataire,94.16,10309.0,2011-02-08 00:00:00,0.0,,,185.42,190.82,0
750,51.0,34,Agriculteurs exploitants,Appartement,Propriétaire,81.45,16311.0,2019-08-14 00:00:00,1.0,2020-12-16 18:26:30,2020-12-17 18:26:30,223.9,224.21,0
751,34.0,95,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,84.3,29621.0,2004-07-19 00:00:00,4.0,2008-10-14 00:40:38,2008-10-15 00:40:38,235.71,299.99,1
752,43.0,973,Employés,Appartement,Locataire,68.69,27129.0,2018-08-13 00:00:00,1.0,2018-11-04 03:07:06,2019-01-09 03:07:06,205.94,205.96,0
753,32.0,92,Agriculteurs exploitants,Appartement,Propriétaire,54.06,27494.0,2002-12-14 00:00:00,3.0,2007-05-24 01:46:40,2007-06-22 01:46:40,212.24,248.75,1
754,46.0,82,Inactifs,Appartement,Locataire,68.04,30021.0,2019-01-20 00:00:00,2.0,2020-03-14 09:37:29,2020-05-12 09:37:29,229.23,253.47,0
755,49.0,92,Employés,Appartement,Locataire,103.0,15475.0,1996-05-13 00:00:00,2.0,1999-06-22 06:04:17,1999-07-29 06:04:17,231.77,232.81,0
756,37.0,03,Ouvriers,Maison,Locataire,114.9,22835.0,2002-02-10 00:00:00,0.0,,,388.34,388.63,0
757,51.0,92,Agriculteurs exploitants,Appartement,Locataire,61.97,29578.0,1996-06-18 00:00:00,2.0,2000-06-30 06:00:25,2000-07-01 06:00:25,193.9,202.49,0
758,36.0,95,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,67.76,17750.0,2004-04-07 00:00:00,1.0,2007-12-07 05:56:02,2007-12-08 05:56:02,222.84,223.24,0
759,37.0,95,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,62.19,13873.0,2012-05-15 00:00:00,1.0,2015-04-20 10:28:22,2015-05-09 10:28:22,202.81,217.51,1
760,31.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,93.63,22323.0,2017-09-10 00:00:00,2.0,2019-07-11 20:50:29,2019-09-14 20:50:29,205.09,205.52,0
761,32.0,69,Agriculteurs exploitants,Appartement,Propriétaire,59.35,36540.0,2011-07-07 00:00:00,3.0,2014-09-04 19:31:42,2014-09-29 19:31:42,219.42,243.63,1
762,55.0,92,Employés,Maison,Locataire,92.05,11509.0,2005-07-08 00:00:00,4.0,2010-01-07 12:07:17,2010-02-11 12:07:17,349.91,422.21,0
763,46.0,18,Cadres et professions intellectuelles supérieures,Appartement,Locataire,76.48,13599.0,2017-06-21 00:00:00,1.0,2019-01-10 09:14:43,2019-01-11 09:14:43,216.07,217.96,0
764,38.0,75,Agriculteurs exploitants,Maison,Propriétaire,129.49,16597.0,2005-08-02 00:00:00,0.0,,,351.86,352.05,0
765,52.0,974,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,84.2,22428.0,2014-06-21 00:00:00,2.0,2016-11-04 21:21:21,2016-11-23 21:21:21,229.2,266.44,0
766,20.0,78,Ouvriers,Appartement,Locataire,58.76,15440.0,2002-03-13 00:00:00,1.0,2004-12-22 10:30:46,2005-02-01 10:30:46,218.46,227.49,0
767,46.0,81,Agriculteurs exploitants,Appartement,Locataire,73.62,9382.0,2004-09-26 00:00:00,0.0,,,198.75,200.16,0
768,44.0,30,Cadres et professions intellectuelles supérieures,Appartement,Occupant à titre gratuit,73.96,30453.0,2010-12-09 00:00:00,2.0,2013-07-12 12:14:56,2013-07-13 12:14:56,175.38,187.69,0
769,50.0,78,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,50.56,29294.0,2009-07-05 00:00:00,2.0,2010-06-24 23:04:54,2010-06-25 23:04:54,199.31,200.19,0
770,72.0,95,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,66.84,18872.0,2006-05-02 00:00:00,0.0,,,224.2,224.4,0
771,74.0,93,Agriculteurs exploitants,Appartement,Locataire,75.47,20032.0,1995-05-01 00:00:00,0.0,,,221.63,221.95,0
772,51.0,38,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,140.76,13209.0,2005-06-15 00:00:00,2.0,2005-10-07 07:30:56,2005-10-08 07:30:56,395.55,421.29,0
773,33.0,77,Employés,Appartement,Locataire,68.67,20538.0,2004-09-19 00:00:00,2.0,2006-12-21 13:08:14,2007-03-09 13:08:14,237.49,249.59,0
774,55.0,91,Ouvriers,Maison,Propriétaire,119.67,34055.0,2008-12-15 00:00:00,2.0,2012-09-06 16:07:31,2012-10-03 16:07:31,372.58,390.69,0
775,77.0,81,Employés,Appartement,Propriétaire,65.52,42067.0,2005-07-28 00:00:00,0.0,,,231.39,232.66,0
776,39.0,93,Employés,Maison,Locataire,136.34,19763.0,2002-11-18 00:00:00,0.0,,,356.45,362.92,0
777,48.0,66,Agriculteurs exploitants,Appartement,Locataire,49.14,39673.0,2001-01-26 00:00:00,1.0,2002-05-12 20:36:21,2002-08-15 20:36:21,207.89,207.96,0
778,49.0,77,Employés,Maison,Locataire,105.5,25868.0,2019-10-04 00:00:00,1.0,2020-08-08 00:11:36,2020-08-09 00:11:36,360.93,361.19,0
779,49.0,31,Employés,Appartement,Propriétaire,76.09,43370.0,2014-03-30 00:00:00,1.0,2015-11-22 10:04:57,2015-11-23 10:04:57,210.1,212.35,0
780,42.0,92,Employés,Appartement,Propriétaire,52.2,18293.0,2006-04-12 00:00:00,2.0,2007-12-30 02:48:50,2007-12-31 02:48:50,194.3,195.28,0
781,64.0,37,Employés,Maison,Locataire,99.69,13844.0,2008-08-21 00:00:00,1.0,2013-07-03 01:58:03,2013-09-15 01:58:03,346.24,369.8,0
782,29.0,41,Ouvriers,Maison,Locataire,121.97,34916.0,2016-11-17 00:00:00,2.0,2017-08-24 07:12:35,2017-08-25 07:12:35,361.88,387.47,0
783,35.0,75,Employés,Maison,Locataire,117.66,26704.0,2004-10-04 00:00:00,3.0,2009-03-29 09:47:39,2009-03-30 09:47:39,376.25,401.56,0
784,45.0,63,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,73.9,19650.0,2013-05-02 00:00:00,3.0,2015-07-11 17:20:14,2015-09-14 17:20:14,220.28,253.59,0
785,54.0,93,Agriculteurs exploitants,Appartement,Propriétaire,49.07,30390.0,2006-11-06 00:00:00,2.0,2011-05-18 12:55:10,2011-05-19 12:55:10,235.05,251.12,0
786,27.0,59,Ouvriers,Appartement,Locataire,90.97,22856.0,2018-05-01 00:00:00,0.0,,,186.52,187.37,0
